,name,username,profile,user_id,title,fide,country,followers,joined,last_online,current_rapid_rating,highest_rapid_rating,highest_rapid_date,rapid_win,rapid_draw,rapid_loss,current_blitz_rating,highest_blitz_rating,highest_blitz_date,blitz_win,blitz_draw,blitz_loss,current_bullet_rating,highest_bullet_rating,highest_bullet_date,bullet_win,bullet_draw,bullet_loss,highest_tactics_rating,highest_tactics_date,highest_puzzle_rush_score,is_streamer,status,league
1328,Aram Hakobyan,njal28,https://www.chess.com/member/Njal28,103326926,GM,,Armenia,291,11/12/2020,16/07/2023,2658.0,2678.0,11/07/2023,86.0,42.0,53.0,2975.0,3111.0,12/11/2022,1532.0,461.0,1364.0,2971.0,3172.0,14/11/2022,810.0,153.0,690.0,3296,04/08/2022,70.0,False,premium,Wood
1329,,notyetfinish,https://www.chess.com/member/NotYetFinish,89051396,GM,,Iceland,717,14/08/2020,05/03/2023,2529.0,2530.0,02/01/2022,535.0,1.0,14.0,3021.0,3092.0,09/09/2022,1075.0,78.0,201.0,3138.0,3187.0,29/01/2023,159.0,3.0,44.0,1200,14/08/2020,70.0,False,premium,Elite
1330,Yannick Gozzoli,noukii,https://www.chess.com/member/Noukii,23085150,GM,,France,1810,04/07/2015,15/02/2022,2569.0,2612.0,09/01/2019,2.0,7.0,0.0,2834.0,2962.0,05/11/2019,7069.0,1254.0,5409.0,2867.0,2967.0,27/05/2016,10252.0,1051.0,7380.0,2713,29/01/2022,46.0,False,premium,Crystal
1331,Petr Neuman,nouma78,https://www.chess.com/member/nouma78,23561630,GM,,Czech Republic,7,07/08/2015,06/04/2020,,,,,,,2461.0,2561.0,09/01/2020,149.0,50.0,115.0,,,,,,,400,07/08/2015,32.0,False,premium,
1332,Van Nguyen,ntdvan12,https://www.chess.com/member/NTDVAN12,76882788,GM,,Czech Republic,123,16/04/2020,13/07/2023,2487.0,2920.0,13/03/2023,1.0,0.0,2.0,2832.0,2940.0,07/09/2022,776.0,219.0,710.0,2735.0,2826.0,18/09/2020,124.0,15.0,112.0,3673,07/07/2023,63.0,False,premium,Crystal
1333,Deivy Vera Siguenas,nuidisvulko,https://www.chess.com/member/NuidisVulko,58944446,GM,,Peru,40,25/03/2019,18/06/2023,2416.0,2583.0,19/10/2020,9.0,7.0,2.0,2518.0,2660.0,14/08/2019,35.0,16.0,21.0,2585.0,2763.0,06/04/2020,55.0,2.0,14.0,2614,02/09/2019,44.0,False,premium,Stone
1334,Emil Mirzoev,off-war,https://www.chess.com/member/Off-War,37598858,GM,,Germany,208,06/08/2017,16/07/2023,2673.0,2673.0,24/01/2021,12.0,0.0,0.0,2665.0,2848.0,26/10/2022,2605.0,329.0,2069.0,2757.0,2866.0,25/10/2020,1229.0,126.0,1046.0,2967,04/12/2018,53.0,False,premium,Crystal
1335,Ori Kobo,ok97,https://www.chess.com/member/OK97,37894476,GM,,Israel,331,18/08/2017,15/07/2023,2414.0,2719.0,30/05/2020,27.0,12.0,31.0,2753.0,2919.0,07/08/2020,5233.0,1089.0,3278.0,2876.0,2899.0,16/12/2022,168.0,21.0,76.0,3725,19/11/2022,54.0,False,premium,Crystal
1336,Oleg Romanishin,olegromanishin,https://www.chess.com/member/OlegRomanishin,77664540,GM,,Ukraine,36,24/04/2020,24/06/2023,,,,,,,,,,,,,,,,,,,1200,24/04/2020,,False,premium,
1337,Olga Girya,olga_girya,https://www.chess.com/member/Olga_Girya,20549962,GM,,Russia,122,09/01/2015,11/07/2023,2311.0,2471.0,07/05/2020,15.0,4.0,28.0,2550.0,2674.0,25/04/2023,391.0,91.0,340.0,2547.0,2582.0,25/05/2022,50.0,7.0,42.0,3325,12/03/2023,47.0,False,premium,Wood
1338,,olimpusmaximus,https://www.chess.com/member/OlimpusMaximus,74143996,GM,,Panama,167,22/03/2020,07/04/2023,,,,,,,3092.0,3185.0,06/05/2022,532.0,81.0,250.0,3016.0,3178.0,10/06/2021,1481.0,125.0,614.0,3495,07/04/2023,,False,premium,Silver
1339,,olkaa,https://www.chess.com/member/Olkaa,3968579,GM,,Hungary,43,12/09/2010,15/07/2023,2286.0,2567.0,12/02/2020,1.0,1.0,0.0,2617.0,2746.0,13/08/2019,1151.0,256.0,880.0,2715.0,2758.0,01/04/2021,56.0,7.0,54.0,2640,14/03/2016,50.0,False,premium,Wood
1340,Leandro Krysa,olksuna,https://www.chess.com/member/olksuna,39763220,GM,,Argentina,202,26/10/2017,16/07/2023,2341.0,2540.0,19/01/2018,5.0,7.0,10.0,2641.0,2746.0,22/03/2023,595.0,126.0,392.0,2598.0,2598.0,02/03/2021,10.0,0.0,1.0,1243,30/10/2019,44.0,False,premium,Wood
1341,Leon Mons,olympusmons95,https://www.chess.com/member/OlympusMons95,53144194,GM,,Germany,36,12/12/2018,22/10/2022,2236.0,2614.0,14/11/2020,2.0,0.0,2.0,2698.0,2768.0,07/07/2021,101.0,16.0,31.0,,,,,,,3360,26/02/2019,83.0,False,premium,
1342,,outofaces,https://www.chess.com/member/OutOfAces,135373008,GM,,France,27,15/04/2021,16/07/2023,2590.0,2590.0,31/12/2021,1.0,0.0,0.0,2700.0,2822.0,10/08/2022,3526.0,1210.0,3353.0,2401.0,2740.0,17/04/2021,164.0,40.0,165.0,1200,15/04/2021,42.0,False,premium,Champion
1343,Pablo Zarnicki,pablozarnicki,https://www.chess.com/member/PabloZarnicki,27730422,GM,,Argentina,287,14/04/2016,15/07/2023,2307.0,2505.0,24/07/2022,12.0,4.0,14.0,2570.0,2713.0,27/10/2021,1882.0,430.0,1698.0,2651.0,2683.0,16/06/2023,314.0,46.0,235.0,2334,01/05/2018,38.0,False,premium,Elite
1344,Stanislav Bogdanovich,padenie_zvezd,https://www.chess.com/member/Padenie_Zvezd,56820970,GM,,Russia,23,02/02/2019,02/03/2020,,,,,,,2808.0,2823.0,04/09/2019,121.0,6.0,62.0,3048.0,2975.0,18/07/2019,29.0,3.0,47.0,1200,02/02/2019,51.0,False,premium,
1345,,panevezys,https://www.chess.com/member/Panevezys,32903570,GM,,Lithuania,12,04/02/2017,14/03/2023,,,,,,,2785.0,2864.0,28/05/2022,79.0,6.0,40.0,3104.0,3165.0,05/11/2021,633.0,67.0,306.0,1200,04/02/2017,,False,premium,Stone
1346,,particle-accelerator,https://www.chess.com/member/Particle-Accelerator,191285095,GM,,Spain,2,27/07/2022,06/07/2023,,,,,,,2849.0,2952.0,31/07/2022,170.0,33.0,167.0,2819.0,2853.0,30/07/2022,36.0,6.0,24.0,1036,28/07/2022,,False,premium,Silver
1347,Meelis Kanep,paul66666,https://www.chess.com/member/Paul66666,27880414,GM,,Estonia,40,24/04/2016,03/06/2023,,,,,,,2683.0,2697.0,27/07/2022,1710.0,270.0,1323.0,2679.0,2679.0,18/12/2022,2447.0,221.0,2023.0,1900,16/12/2021,48.0,False,premium,Crystal
1348,Paul Velten,paulvelten,https://www.chess.com/member/PaulVelten,21929836,GM,,France,100,12/04/2015,15/07/2023,2707.0,2787.0,11/10/2020,8.0,0.0,2.0,2861.0,2861.0,10/02/2023,205.0,18.0,99.0,2800.0,2800.0,01/10/2020,222.0,9.0,56.0,3109,28/10/2020,71.0,False,premium,Bronze
1349,Pedro Gines,pedro_gines,https://www.chess.com/member/pedro_gines,35496232,GM,,Spain,277,13/05/2017,07/07/2023,2450.0,2450.0,14/01/2021,3.0,0.0,0.0,2737.0,2888.0,09/02/2023,1887.0,334.0,1595.0,2766.0,2860.0,25/06/2023,2594.0,351.0,2494.0,3199,17/07/2021,78.0,False,premium,Champion
1350,Li Min Peng,peng_li-min,https://www.chess.com/member/Peng_Li-Min,38122708,GM,,Ukraine,129,26/08/2017,15/07/2023,2390.0,2577.0,24/01/2021,19.0,7.0,1.0,2836.0,2836.0,11/07/2023,1131.0,411.0,750.0,2795.0,2833.0,18/07/2021,1159.0,192.0,800.0,3395,18/04/2022,61.0,False,premium,Crystal
1351,jose Cuenca,pepecuenca,https://www.chess.com/member/PepeCuenca,17451374,GM,,Spain,379,27/05/2014,16/07/2023,2289.0,2645.0,08/03/2023,2.0,0.0,7.0,2661.0,2815.0,08/10/2022,547.0,113.0,509.0,2709.0,2757.0,08/10/2022,168.0,16.0,140.0,1189,07/06/2020,44.0,False,premium,Silver
1352,Petar Drenchev,petardrenchev,https://www.chess.com/member/petardrenchev,25714199,GM,,Bulgaria,4,23/12/2015,20/06/2016,,,,,,,2419.0,2549.0,17/05/2016,1810.0,370.0,1315.0,2364.0,2432.0,24/03/2016,1662.0,144.0,1204.0,400,23/12/2015,,False,premium,
1353,,peterheinenielsen,https://www.chess.com/member/PeterHeineNielsen,77090164,GM,,Lithuania,5,18/04/2020,14/07/2023,,,,,,,,,,,,,,,,,,,1200,18/04/2020,,False,premium,
1354,Petr Kostenko,petrkostenko,https://www.chess.com/member/petrkostenko,58960276,GM,,Kazakhstan,16,25/03/2019,06/07/2023,2213.0,2462.0,04/06/2020,37.0,7.0,12.0,2422.0,2547.0,04/06/2020,131.0,30.0,85.0,2390.0,,,0.0,0.0,1.0,2805,25/07/2020,40.0,False,premium,Wood
1355,Patrick Wolff,pgw-in-sf,https://www.chess.com/member/PGW-in-SF,40763230,GM,,United States,4,27/11/2017,22/08/2020,,,,,,,2474.0,2535.0,16/08/2020,227.0,35.0,80.0,,,,,,,1200,27/11/2017,,False,premium,
1356,,phoenix,https://www.chess.com/member/Phoenix,13928556,GM,,United States,116,17/10/2013,24/12/2014,,,,,,,2506.0,2531.0,30/10/2013,75.0,5.0,21.0,3000.0,2865.0,28/12/2013,203.0,5.0,19.0,2341,03/11/2013,,False,premium,
1357,Pia Cramling,piacramling,https://www.chess.com/member/Piacramling,39984136,GM,,Sweden,261,02/11/2017,14/07/2023,2338.0,2643.0,07/06/2020,30.0,11.0,5.0,2257.0,2500.0,04/05/2020,31.0,10.0,48.0,,,,,,,3529,14/05/2023,38.0,False,premium,Wood
1358,Alan Pichot,platy3,https://www.chess.com/member/platy3,22639240,GM,,Argentina,1770,02/06/2015,16/07/2023,2674.0,2683.0,12/07/2023,109.0,63.0,64.0,2827.0,2985.0,15/12/2021,1674.0,393.0,980.0,3004.0,3186.0,20/01/2021,4448.0,651.0,3265.0,1336,08/08/2019,63.0,False,premium,Champion
1359,,playpositional,https://www.chess.com/member/playpositional,38785196,GM,,England,175,20/09/2017,09/05/2023,,,,,,,2692.0,2816.0,30/11/2017,99.0,42.0,104.0,2977.0,2832.0,15/03/2019,182.0,7.0,74.0,1696,14/03/2021,41.0,False,premium,
1360,Aramis Alvarez,pollo2016,https://www.chess.com/member/pollo2016,28250868,GM,,Cuba,50,19/05/2016,23/03/2022,2175.0,2518.0,30/05/2020,10.0,5.0,5.0,2532.0,2660.0,14/10/2019,277.0,30.0,188.0,2552.0,2592.0,04/10/2020,7.0,1.0,4.0,2502,26/06/2020,36.0,False,premium,
1361,,pomegranate988,https://www.chess.com/member/Pomegranate988,76061346,GM,,Madagascar,64,08/04/2020,16/06/2023,2240.0,2575.0,07/01/2023,6.0,2.0,8.0,2594.0,2746.0,11/04/2021,782.0,157.0,764.0,2485.0,2604.0,23/04/2020,1671.0,178.0,1759.0,3325,14/03/2023,31.0,False,premium,Crystal
1362,Evgeny Bareev,pompey831,https://www.chess.com/member/pompey831,48137826,GM,,Canada,72,24/07/2018,13/07/2023,2849.0,2849.0,20/03/2022,24.0,0.0,0.0,2511.0,2531.0,03/07/2021,36.0,2.0,10.0,,,,,,,400,24/07/2018,,False,premium,Wood
1363,Praveen Balakrishnan,praveenb2002,https://www.chess.com/member/praveenb2002,17519478,GM,,United States,366,01/06/2014,14/07/2023,2750.0,2793.0,05/01/2021,39.0,5.0,9.0,2877.0,2943.0,03/04/2022,625.0,97.0,217.0,2845.0,2845.0,12/06/2022,867.0,103.0,459.0,3402,09/07/2022,62.0,False,premium,Stone
1364,,prettyprincess2002,https://www.chess.com/member/PrettyPrincess2002,59503908,GM,,Russia,54,07/04/2019,12/05/2022,,,,,,,2939.0,3001.0,19/08/2020,295.0,48.0,200.0,3001.0,3114.0,24/10/2020,173.0,16.0,188.0,1200,09/04/2019,48.0,False,premium,
1365,Mile Kucic,prikolica74,https://www.chess.com/member/prikolica74,8283350,GM,,Serbia,1,22/07/2012,01/09/2012,,,,,,,,,,,,,,,,,,,1019,22/07/2012,,False,premium,
1366,,psych0cookie,https://www.chess.com/member/Psych0Cookie,286380161,GM,,Liechtenstein,3,18/05/2023,08/07/2023,,,,,,,2783.0,2826.0,05/06/2023,134.0,21.0,104.0,,,,,,,1000,18/05/2023,,False,premium,Silver
1367,Abhimanyu Mishra,pursuitofhappyness2,https://www.chess.com/member/PursuitOfHappyness2,49788594,GM,,United States,772,16/09/2018,15/07/2023,2631.0,2717.0,23/02/2023,7.0,11.0,6.0,2664.0,2664.0,12/08/2022,58.0,9.0,33.0,2773.0,2844.0,21/06/2021,684.0,77.0,565.0,3414,01/01/2023,53.0,False,premium,Bronze
1368,Alexandre Qashashvili,qashashvilialexandre,https://www.chess.com/member/QashashviliAlexandre,76611838,GM,,Georgia,14,14/04/2020,10/06/2023,1959.0,2006.0,23/05/2020,9.0,5.0,8.0,2285.0,2409.0,18/01/2023,342.0,126.0,337.0,2255.0,2462.0,13/05/2022,652.0,73.0,383.0,2932,14/07/2023,69.0,False,premium,Bronze
1369,Александр Морозевич,quaternitychess,https://www.chess.com/member/Quaternitychess,76765898,GM,,Russia,44,15/04/2020,12/12/2020,,,,,,,2793.0,2826.0,03/06/2020,67.0,7.0,15.0,,,,,,,1200,15/04/2020,,False,premium,
1370,Judit Polgar,queenjudit,https://www.chess.com/member/QueenJudit,92117806,GM,,Hungary,116,28/09/2020,18/05/2023,,,,,,,,,,,,,,,,,,,1200,28/09/2020,29.0,False,premium,
1371,,quemirasboboandaparaalla,https://www.chess.com/member/quemirasboboandaparaalla,257121451,GM,,Argentina,0,06/03/2023,05/05/2023,,,,,,,2904.0,2904.0,04/04/2023,204.0,8.0,22.0,,,,,,,400,06/03/2023,,False,premium,Bronze
1372,Renato Quintiliano,quintilianor,https://www.chess.com/member/QuintilianoR,9544868,GM,,Brazil,2609,07/11/2012,16/07/2023,2471.0,2517.0,13/06/2023,58.0,11.0,29.0,2696.0,2793.0,26/11/2022,3467.0,716.0,2695.0,2597.0,2739.0,12/09/2020,233.0,29.0,173.0,2880,06/12/2021,63.0,True,premium,Crystal
1373,,rabguaya201,https://www.chess.com/member/rabguaya201,72000230,GM,,Hungary,3,11/02/2020,25/06/2023,,,,,,,2706.0,2727.0,13/04/2021,85.0,13.0,34.0,,,,,,,1000,11/02/2020,,False,premium,Wood
1374,,raceking,https://www.chess.com/member/RACEKING,19698402,GM,,India,12,13/11/2014,15/07/2023,2500.0,,,0.0,0.0,3.0,2535.0,2719.0,26/11/2019,485.0,64.0,405.0,2491.0,2486.0,19/03/2019,3026.0,67.0,2958.0,2541,27/10/2019,43.0,False,premium,Wood
1375,Raja Harshit,raja3401,https://www.chess.com/member/Raja3401,39473076,GM,,United States,914,15/10/2017,07/07/2023,2484.0,2587.0,19/08/2019,49.0,28.0,40.0,2771.0,2891.0,11/06/2020,3690.0,766.0,4252.0,2787.0,3035.0,12/11/2020,6098.0,800.0,6814.0,3032,22/03/2022,49.0,False,premium,Crystal
1376,Ralf Akesson,ralf61,https://www.chess.com/member/Ralf61,101450258,GM,,Sweden,1,04/12/2020,08/04/2023,2440.0,2636.0,30/12/2020,5.0,3.0,2.0,2570.0,2654.0,05/01/2022,10.0,1.0,10.0,,,,,,,1200,04/12/2020,,False,premium,Wood
1377,Ray Robson,rayrobson,https://www.chess.com/member/RayRobson,4676721,GM,,United States,247,08/02/2011,20/06/2023,2682.0,2796.0,07/06/2017,1.0,0.0,0.0,2828.0,2899.0,23/07/2018,414.0,59.0,241.0,2903.0,2859.0,24/09/2016,166.0,24.0,137.0,3590,25/05/2017,49.0,False,premium,Wood
1378,Yury Piskov,real_oceanstorm,https://www.chess.com/member/Real_OceanStorm,234407911,GM,,China,36,29/01/2023,12/04/2023,,,,,,,2819.0,2821.0,14/03/2023,167.0,44.0,136.0,2915.0,2924.0,29/03/2023,331.0,44.0,250.0,1000,29/01/2023,,False,premium,Elite
1379,Awonder Liang,rednova1729,https://www.chess.com/member/rednova1729,33586923,GM,,United States,363,01/03/2017,16/07/2023,2600.0,2765.0,10/09/2021,33.0,5.0,9.0,3035.0,3042.0,21/06/2023,563.0,165.0,397.0,3040.0,3082.0,16/07/2023,1163.0,167.0,787.0,3035,19/06/2023,55.0,False,premium,Crystal
1380,Camilo Ernesto Gomez Garrido,relaxx87,https://www.chess.com/member/relaxx87,41469120,GM,,Cuba,18,19/12/2017,12/07/2023,,,,,,,2688.0,2835.0,25/03/2019,523.0,61.0,324.0,2648.0,2519.0,14/01/2020,158.0,14.0,84.0,2498,16/09/2020,58.0,False,premium,
1381,Boris Gelfand,remontada2017,https://www.chess.com/member/Remontada2017,35192322,GM,,Israel,74,01/05/2017,15/07/2023,2641.0,2641.0,05/07/2023,1.0,1.0,2.0,2843.0,2938.0,17/05/2020,48.0,20.0,33.0,,,,,,,1000,01/05/2017,,False,premium,Wood
1382,,resentiment18,https://www.chess.com/member/Resentiment18,45198290,GM,,Germany,58,12/04/2018,25/04/2023,,,,,,,2996.0,3003.0,29/03/2020,1433.0,622.0,1595.0,2452.0,2452.0,26/02/2022,9.0,0.0,6.0,2856,22/12/2019,50.0,False,premium,Silver
1383,,rexterminator,https://www.chess.com/member/Rexterminator,94087146,GM,,Turks and Caicos Islands,6,27/10/2020,18/01/2023,2738.0,2738.0,28/08/2021,2.0,0.0,0.0,2758.0,2885.0,02/12/2021,381.0,54.0,292.0,2561.0,2561.0,17/12/2020,3.0,0.0,1.0,2837,26/08/2022,46.0,False,premium,Crystal
1384,,rhinobritos,https://www.chess.com/member/rhinobritos,182610465,GM,,American Samoa,31,04/05/2022,16/07/2023,2458.0,2458.0,15/06/2022,6.0,0.0,0.0,3027.0,3086.0,30/04/2023,347.0,51.0,151.0,3203.0,3206.0,02/12/2022,242.0,15.0,83.0,3525,02/06/2023,25.0,False,premium,Crystal
1385,,rightarmoftheforbiddenone,https://www.chess.com/member/RightArmOfTheForbiddenOne,163789503,GM,,Egypt,514,06/12/2021,15/07/2023,,,,,,,3008.0,3138.0,13/02/2023,232.0,88.0,273.0,3134.0,3227.0,23/12/2022,138.0,45.0,213.0,1200,06/12/2021,52.0,False,premium,Silver
1386,Maxime Lagarde,rikikits,https://www.chess.com/member/Rikikits,23963652,GM,,France,979,04/09/2015,06/07/2023,2582.0,2815.0,30/05/2020,9.0,6.0,5.0,2830.0,2911.0,01/06/2021,2322.0,401.0,1628.0,2900.0,2916.0,28/09/2016,6574.0,794.0,4523.0,2404,24/07/2021,49.0,False,premium,Crystal
1387,Robert Hovhannisyan,robert_chessmood,https://www.chess.com/member/Robert_Chessmood,33193257,GM,,Armenia,2121,14/02/2017,16/07/2023,2377.0,2547.0,10/09/2021,4.0,7.0,7.0,2922.0,3103.0,21/03/2020,2275.0,1037.0,2553.0,2947.0,3033.0,04/01/2021,771.0,171.0,807.0,2334,31/05/2023,85.0,False,premium,Crystal
1388,"Rogelio,Jr Barcenilla",rogelio_barcenilla,https://www.chess.com/member/Rogelio_Barcenilla,6935851,GM,,United States,2,11/03/2012,09/08/2020,,,,,,,,,,,,,2711.0,2561.0,03/04/2020,55.0,0.0,3.0,1349,09/08/2020,,False,premium,
1389,,rolanddeschain,https://www.chess.com/member/RolandDeschain,65018596,GM,,International,15,02/09/2019,10/06/2023,,,,,,,2765.0,2923.0,21/12/2021,557.0,109.0,447.0,2849.0,2849.0,16/11/2020,18.0,3.0,6.0,2641,16/01/2020,,False,premium,Silver
1390,Ron W. Henley,ronwhenley,https://www.chess.com/member/RonWHenley,3974814,GM,,United States,11,14/09/2010,07/04/2011,,,,,,,2106.0,2135.0,21/12/2010,109.0,2.0,18.0,2221.0,2071.0,20/12/2010,15.0,0.0,0.0,2107,05/12/2010,,False,premium,
1391,,rookoco,https://www.chess.com/member/rookoco,26159600,GM,,United States,142,16/01/2016,14/07/2023,2476.0,2630.0,10/07/2022,4.0,6.0,6.0,2588.0,2791.0,22/03/2019,7771.0,1325.0,7245.0,2691.0,2834.0,12/09/2020,11.0,1.0,12.0,2374,09/01/2023,,False,premium,Champion
1392,Enamul Hossain,rz0,https://www.chess.com/member/RZ0,6321091,GM,,Bangladesh,140,16/12/2011,16/07/2023,2329.0,2410.0,29/10/2020,10.0,4.0,6.0,2416.0,2646.0,17/03/2023,3777.0,515.0,3504.0,,,,,,,3527,23/06/2023,44.0,False,premium,Legend
1393,Sabino Brunello,sabinobrunello,https://www.chess.com/member/SabinoBrunello,26000506,GM,,Italy,78,08/01/2016,09/06/2023,,,,,,,2690.0,2857.0,16/04/2020,104.0,21.0,45.0,2546.0,2445.0,10/05/2018,20.0,3.0,10.0,3320,28/12/2021,43.0,False,premium,Stone
1394,Julio Sadorra,sadorra-dal,https://www.chess.com/member/Sadorra-DAL,8712168,GM,,United States,8,29/08/2012,03/12/2012,2746.0,2746.0,15/11/2012,1.0,1.0,0.0,,,,,,,,,,,,,400,29/08/2012,,False,premium,
1395,,sahpufjunior,https://www.chess.com/member/sahpufjunior,39845818,GM,,Romania,19,28/10/2017,16/07/2023,1572.0,2505.0,19/01/2021,486.0,1.0,29.0,2500.0,1895.0,15/05/2020,126.0,12.0,54.0,,,,,,,2486,27/04/2023,,False,premium,Crystal
1396,Salem AR Saleh,salem-ar,https://www.chess.com/member/Salem-AR,27168196,GM,,United Arab Emirates,2665,11/03/2016,28/06/2023,2670.0,2706.0,07/02/2023,48.0,19.0,37.0,3003.0,3112.0,19/11/2022,4482.0,845.0,3271.0,3055.0,3129.0,31/10/2020,1533.0,167.0,1103.0,3921,13/12/2022,59.0,False,premium,Elite
1397,,samhawkins,https://www.chess.com/member/samhawkins,3957821,GM,,Germany,58,10/09/2010,06/06/2023,2500.0,2500.0,18/09/2013,7.0,0.0,3.0,2810.0,2875.0,23/07/2022,1650.0,242.0,931.0,2810.0,2901.0,13/03/2022,2502.0,224.0,1179.0,3402,19/12/2022,50.0,False,premium,Crystal
1398,sandro pozo,sandropozo,https://www.chess.com/member/sandropozo,24692638,GM,,United States,178,22/10/2015,10/07/2023,1126.0,2428.0,01/02/2017,6.0,3.0,49.0,2596.0,2794.0,21/11/2022,3203.0,706.0,2798.0,2577.0,2677.0,30/05/2021,132.0,20.0,135.0,2213,27/09/2019,42.0,False,premium,Elite
1399,Authorized Speed Run Account of GM Hikaru Nakamura,sanitationengineer,https://www.chess.com/member/SanitationEngineer,87763856,GM,,United States,320,28/07/2020,01/09/2020,,,,,,,3017.0,3007.0,01/09/2020,326.0,3.0,37.0,1310.0,1160.0,28/08/2020,1.0,0.0,0.0,400,28/07/2020,60.0,False,premium,
1400,Shant Sargsyan,sargsyan_shant,https://www.chess.com/member/Sargsyan_Shant,28234198,GM,,Armenia,22,18/05/2016,16/07/2023,2600.0,2737.0,19/11/2022,3.0,4.0,1.0,2990.0,3080.0,07/11/2022,120.0,32.0,34.0,2984.0,3059.0,07/07/2023,214.0,16.0,83.0,2539,19/12/2022,60.0,False,premium,Crystal
1401,Sergey Drygalov,sergoy,https://www.chess.com/member/sergoy,35982786,GM,,South Korea,213,01/06/2017,16/07/2023,2558.0,2624.0,04/02/2023,35.0,9.0,19.0,2858.0,2997.0,26/11/2022,2382.0,369.0,1519.0,2778.0,2956.0,25/06/2023,1367.0,138.0,902.0,3265,01/08/2022,47.0,False,premium,Elite
1402,,setandgame,https://www.chess.com/member/setandgame,32612094,GM,,United States,7,23/01/2017,12/07/2023,,,,,,,2482.0,2640.0,16/05/2020,505.0,64.0,364.0,2570.0,2733.0,24/02/2022,673.0,74.0,490.0,1200,23/01/2017,42.0,False,premium,Crystal
1403,Aleksandr Moiseenko,severomorskij,https://www.chess.com/member/severomorskij,19425408,GM,,Ukraine,121,24/10/2014,14/07/2023,2479.0,2709.0,22/05/2022,14.0,13.0,21.0,2794.0,2926.0,04/05/2022,718.0,152.0,480.0,2928.0,2985.0,06/11/2021,540.0,68.0,482.0,3717,09/07/2023,73.0,False,premium,Bronze
1404,Shant Sargsyan,shant_sargsyan,https://www.chess.com/member/Shant_Sargsyan,28002936,GM,,Armenia,5,02/05/2016,23/04/2020,,,,,,,2200.0,3052.0,15/04/2020,1732.0,580.0,1523.0,2350.0,3215.0,19/04/2020,3394.0,689.0,3370.0,3768,06/05/2018,49.0,False,basic,
1405,Carlos Andres Obregón,sharpchess22,https://www.chess.com/member/Sharpchess22,23863780,GM,,Argentina,199,28/08/2015,08/07/2021,2319.0,2627.0,23/11/2020,5.0,3.0,5.0,2855.0,3051.0,22/08/2019,2627.0,433.0,2362.0,2558.0,2408.0,06/12/2018,1.0,0.0,0.0,3173,06/07/2021,96.0,False,basic,
1406,Aleksandr Shimanov,shimastream,https://www.chess.com/member/shimastream,89741588,GM,,Russia,801,24/08/2020,15/07/2023,2614.0,2638.0,02/05/2023,74.0,35.0,53.0,2978.0,3087.0,28/02/2023,1840.0,408.0,1118.0,2856.0,3048.0,29/03/2023,266.0,40.0,178.0,400,24/08/2020,49.0,False,premium,Elite
1407,Shyam Sundar,shyam,https://www.chess.com/member/shyam,15770,GM,,India,118,30/07/2007,14/07/2023,2426.0,2522.0,13/03/2023,18.0,11.0,22.0,2709.0,2790.0,14/10/2020,863.0,132.0,639.0,2679.0,2834.0,11/10/2020,118.0,10.0,68.0,3538,21/04/2023,52.0,False,premium,Crystal
1408,Vladislav Artemiev,sibelephant,https://www.chess.com/member/Sibelephant,33903360,GM,,Russia,2660,12/03/2017,08/07/2023,2840.0,2905.0,10/09/2021,29.0,16.0,6.0,3128.0,3239.0,23/04/2020,754.0,219.0,210.0,3202.0,3285.0,14/11/2022,114.0,58.0,61.0,3772,28/04/2020,69.0,False,premium,Silver
1409,Alexey Khruschiov,sic_transit_gm,https://www.chess.com/member/Sic_Transit_GM,136906326,GM,,Moldova,4,23/04/2021,03/05/2023,,,,,,,2680.0,2680.0,25/03/2022,82.0,6.0,40.0,,,,,,,1208,13/05/2022,52.0,False,premium,Silver
1410,Helgi Gretarsson,sigurvegari,https://www.chess.com/member/Sigurvegari,43970366,GM,,Iceland,5,06/03/2018,08/03/2018,,,,,,,,,,,,,,,,,,,1200,06/03/2018,,False,premium,
1411,Bobby Cheng,slackadaisacal,https://www.chess.com/member/slackadaisacal,55459810,GM,,Australia,30,03/01/2019,17/06/2023,,,,,,,2700.0,2700.0,23/01/2023,47.0,0.0,11.0,2773.0,2623.0,05/04/2019,21.0,2.0,8.0,1200,28/12/2022,49.0,False,premium,Stone
1412,Ante Brkic,slavonac1988,https://www.chess.com/member/Slavonac1988,3869855,GM,,Croatia,4,23/08/2010,13/06/2023,2540.0,2651.0,22/08/2020,6.0,4.0,6.0,2600.0,2085.0,23/08/2010,21.0,1.0,8.0,2750.0,1680.0,23/08/2010,3.0,0.0,0.0,3346,04/05/2023,41.0,False,premium,Wood
1413,Rustam Kasimdzhanov,solingen2020,https://www.chess.com/member/solingen2020,70798844,GM,,Uzbekistan,19,15/01/2020,03/07/2023,,,,,,,2563.0,2573.0,26/06/2020,10.0,1.0,7.0,,,,,,,4220,13/04/2020,108.0,False,premium,
1414,,son_of_sultan,https://www.chess.com/member/Son_of_Sultan,79301948,GM,,International,12,13/05/2020,15/07/2023,2501.0,2533.0,07/12/2020,3.0,1.0,3.0,2621.0,2764.0,12/08/2020,682.0,129.0,776.0,2441.0,2856.0,25/11/2020,1.0,0.0,10.0,3043,02/08/2021,32.0,False,premium,Elite
